timestamp,valor
2026-09-19 23:47:27,22
2026-09-19 23:47:32,28
2026-09-19 23:47:37,27
2026-09-19 23:47:42,22
2026-09-19 23:47:47,29
2026-09-19 23:47:52,25
2026-09-19 23:47:57,20
2026-09-19 23:48:02,29
2026-09-19 23:48:07,22
2026-09-19 23:48:12,23
2026-09-19 23:48:17,33
